method,n_features,step,n_estimators,max_depth,max_features,features,rmse
RFE + Random Forest,15,1.0,300,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10576953838475342
RFE + Random Forest,10,0.1,300,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10577907419911205
RFE + Random Forest,10,2.0,300,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10577907419911205
RFE + Random Forest,5,2.0,100,,0.5,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.10581501507380234
RFE + Random Forest,5,0.1,100,,0.5,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.10581501507380234
RFE + Random Forest,10,1.0,500,5.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1058173754643247
RFE + Random Forest,10,2.0,500,5.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1058173754643247
RFE + Random Forest,10,2.0,500,5.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1058173754643247
RFE + Random Forest,10,0.1,500,5.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1058173754643247
RFE + Random Forest,10,1.0,500,5.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1058173754643247
RFE + Random Forest,10,0.1,500,5.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'roc_20', 'macd_signal', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1058173754643247
RFE + Random Forest,25,0.1,500,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10588022421322286
RFE + Random Forest,25,1.0,500,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10588022421322286
RFE + Random Forest,25,2.0,500,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10588022421322286
RFE + Random Forest,15,0.1,500,5.0,0.5,"['return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10588280018016726
RFE + Random Forest,15,2.0,500,5.0,0.5,"['return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10588280018016726
RFE + Random Forest,15,1.0,500,5.0,0.5,"['return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10588280018016726
RFE + Random Forest,25,0.1,100,10.0,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10589877328136525
RFE + Random Forest,25,2.0,100,10.0,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10589877328136525
RFE + Random Forest,25,1.0,100,10.0,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10589877328136525
RFE + Random Forest,10,1.0,300,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'rsi_14', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10590232029005252
RFE + Random Forest,10,0.1,100,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'rsi_14', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10590365029031823
RFE + Random Forest,10,2.0,100,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'rsi_14', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10590365029031823
RFE + Random Forest,10,1.0,100,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'rsi_14', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10590365029031823
RFE + Random Forest,25,2.0,300,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10591677222004378
RFE + Random Forest,25,1.0,300,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10591677222004378
RFE + Random Forest,25,0.1,300,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10591677222004378
RFE + Random Forest,10,1.0,500,10.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10597413222554176
RFE + Random Forest,10,1.0,500,10.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10597413222554176
RFE + Random Forest,5,1.0,300,,log2,"['sma_5', 'sma_60', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10599016695722813
RFE + Random Forest,10,1.0,100,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'roc_20', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10599071716712198
RFE + Random Forest,25,2.0,300,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10602014629801175
RFE + Random Forest,25,0.1,300,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10602014629801176
RFE + Random Forest,25,1.0,300,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10602014629801176
RFE + Random Forest,20,0.1,100,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10603702267609248
RFE + Random Forest,20,2.0,100,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10603702267609248
RFE + Random Forest,20,2.0,100,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10603702267609248
RFE + Random Forest,20,0.1,100,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10603702267609248
RFE + Random Forest,25,1.0,100,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10609046762567684
RFE + Random Forest,25,0.1,100,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10609046762567685
RFE + Random Forest,25,2.0,100,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10609046762567685
RFE + Random Forest,25,1.0,500,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10612233605549827
RFE + Random Forest,25,0.1,500,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10612233605549827
RFE + Random Forest,25,2.0,500,,sqrt,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.10612233605549827
RFE + Random Forest,10,1.0,300,10.0,0.5,"['sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'roc_20', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10616859029970954
RFE + Random Forest,10,1.0,500,5.0,0.5,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'rsi_14', 'roc_20', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10620522724290249
RFE + Random Forest,5,2.0,500,,log2,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1062192550840848
RFE + Random Forest,5,0.1,500,,log2,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1062192550840848
RFE + Random Forest,5,0.1,500,,sqrt,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1062192550840848
RFE + Random Forest,5,2.0,500,,sqrt,"['sma_5', 'sma_60', 'price_to_sma_20', 'volatility_20', 'volume_sma_20']",0.1062192550840848
RFE + Random Forest,20,1.0,300,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10622452068864532
RFE + Random Forest,20,2.0,300,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10622452068864532
RFE + Random Forest,20,1.0,300,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10622452068864532
RFE + Random Forest,20,0.1,300,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10622452068864532
RFE + Random Forest,20,0.1,300,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10622452068864532
RFE + Random Forest,20,2.0,300,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10622452068864534
RFE + Random Forest,10,2.0,500,10.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10629399089671629
RFE + Random Forest,10,0.1,500,10.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10629399089671629
RFE + Random Forest,10,2.0,500,10.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10629399089671629
RFE + Random Forest,10,0.1,500,10.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10629399089671629
RFE + Random Forest,20,0.1,500,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10629599203319125
RFE + Random Forest,20,0.1,500,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10629599203319125
RFE + Random Forest,20,2.0,500,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10629599203319125
RFE + Random Forest,20,1.0,500,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10629599203319125
RFE + Random Forest,20,1.0,500,10.0,sqrt,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10629599203319125
RFE + Random Forest,20,2.0,500,10.0,log2,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10629599203319125
RFE + Random Forest,10,1.0,300,10.0,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10632993324657636
RFE + Random Forest,10,1.0,300,10.0,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'roc_20', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10632993324657636
RFE + Random Forest,20,1.0,300,10.0,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10635899065929481
RFE + Random Forest,20,0.1,300,10.0,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10635899065929481
RFE + Random Forest,20,2.0,300,10.0,0.5,"['return_5d', 'return_10d', 'return_20d', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20', 'volume_ratio_20']",0.10635899065929481
RFE + Random Forest,25,1.0,100,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.106363369152677
RFE + Random Forest,25,0.1,100,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.106363369152677
RFE + Random Forest,25,2.0,100,,log2,"['return_1d', 'return_5d', 'return_10d', 'return_20d', 'intraday_return', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_change_1d', 'volume_sma_20', 'volume_ratio_20']",0.106363369152677
RFE + Random Forest,10,1.0,500,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10640071101170707
RFE + Random Forest,10,1.0,500,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10640071101170707
RFE + Random Forest,10,1.0,300,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10648227035499615
RFE + Random Forest,10,2.0,300,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10648227035499615
RFE + Random Forest,10,1.0,300,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10648227035499616
RFE + Random Forest,10,2.0,300,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10648227035499616
RFE + Random Forest,10,0.1,300,,log2,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10648227035499616
RFE + Random Forest,10,0.1,300,,sqrt,"['return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_60', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10648227035499616
RFE + Random Forest,20,1.0,100,,0.5,"['return_5d', 'return_20d', 'high_low_range', 'gap', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_5', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_10', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_5', 'volatility_20', 'atr_14', 'volume_sma_20']",0.1065336215248298
RFE + Random Forest,15,1.0,100,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10653947276199482
RFE + Random Forest,15,0.1,100,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10653947276199482
RFE + Random Forest,15,2.0,100,10.0,0.5,"['return_5d', 'return_20d', 'sma_5', 'sma_20', 'sma_60', 'price_to_sma_20', 'price_to_sma_60', 'rsi_14', 'roc_20', 'macd', 'macd_signal', 'macd_hist', 'volatility_20', 'atr_14', 'volume_sma_20']",0.10653947276199482
